epoch,loss,mse,val_loss,val_mse
0,0.07632330060005188,0.07632330060005188,0.01238251756876707,0.01238251756876707
1,0.009216425009071827,0.009216425009071827,0.007510564289987087,0.007510564289987087
2,0.0069385371170938015,0.0069385371170938015,0.00644448259845376,0.00644448259845376
3,0.006088697351515293,0.006088697351515293,0.005937655922025442,0.005937655922025442
4,0.005538403522223234,0.005538403522223234,0.005434633232653141,0.005434633232653141
5,0.005134966690093279,0.005134966690093279,0.004974664654582739,0.004974664654582739
6,0.004843493457883596,0.004843493457883596,0.0047237160615623,0.0047237160615623
7,0.0045848716981709,0.0045848716981709,0.0045044925063848495,0.0045044925063848495
8,0.004405808635056019,0.004405808635056019,0.004379765130579472,0.004379765130579472
9,0.004205482546240091,0.004205482546240091,0.004365706816315651,0.004365706816315651
10,0.00409313989803195,0.00409313989803195,0.004058236256241798,0.004058236256241798
11,0.003935330081731081,0.003935330081731081,0.0040028211660683155,0.0040028211660683155
12,0.003809806425124407,0.003809806425124407,0.003993291407823563,0.003993291407823563
13,0.003720619948580861,0.003720619948580861,0.003830505069345236,0.003830505069345236
14,0.0035985650029033422,0.0035985650029033422,0.003853261936455965,0.003853261936455965
15,0.0035348269157111645,0.0035348269157111645,0.00392529834061861,0.00392529834061861
16,0.003436477156355977,0.003436477156355977,0.0036222615744918585,0.0036222615744918585
17,0.0033271051943302155,0.0033271051943302155,0.0035670974757522345,0.0035670974757522345
18,0.003275238210335374,0.003275238210335374,0.003594619920477271,0.003594619920477271
19,0.003224705345928669,0.003224705345928669,0.0036931142676621675,0.0036931142676621675
20,0.0031536458991467953,0.0031536458991467953,0.003650846891105175,0.003650846891105175
21,0.0030431111808866262,0.0030431111808866262,0.003379807574674487,0.003379807574674487
22,0.002996091963723302,0.002996091963723302,0.003420734079554677,0.003420734079554677
23,0.0029100794345140457,0.0029100794345140457,0.0033381865359842777,0.0033381865359842777
24,0.002840312197804451,0.002840312197804451,0.0032322267070412636,0.0032322267070412636
25,0.002809968777000904,0.002809968777000904,0.0032026139087975025,0.0032026139087975025
26,0.002783132018521428,0.002783132018521428,0.0032246215268969536,0.0032246215268969536
27,0.002744465135037899,0.002744465135037899,0.003182671032845974,0.003182671032845974
28,0.0026410131249576807,0.0026410131249576807,0.003410319797694683,0.003410319797694683
29,0.0026951171457767487,0.0026951171457767487,0.00320978881791234,0.00320978881791234
30,0.0025773828383535147,0.0025773828383535147,0.0031319407280534506,0.0031319407280534506
31,0.002539617707952857,0.002539617707952857,0.003064257325604558,0.003064257325604558
32,0.0024723694659769535,0.0024723694659769535,0.003137952648103237,0.003137952648103237
33,0.002532936166971922,0.002532936166971922,0.002997749485075474,0.002997749485075474
34,0.0024443299043923616,0.0024443299043923616,0.002959960140287876,0.002959960140287876
35,0.0023403370287269354,0.0023403370287269354,0.00287180719897151,0.00287180719897151
36,0.0023358631879091263,0.0023358631879091263,0.003228000598028302,0.003228000598028302
37,0.0023554654326289892,0.0023554654326289892,0.0033173866104334593,0.0033173866104334593
38,0.0024771990720182657,0.0024771990720182657,0.003042069263756275,0.003042069263756275
39,0.0022124897222965956,0.0022124897222965956,0.002821963746100664,0.002821963746100664
40,0.0021775388158857822,0.0021775388158857822,0.003554149065166712,0.003554149065166712
41,0.0022018367890268564,0.0022018367890268564,0.0027233415748924017,0.0027233415748924017
42,0.00235078320838511,0.00235078320838511,0.003087937831878662,0.003087937831878662
43,0.0022650735918432474,0.0022650735918432474,0.0028787024784833193,0.0028787024784833193
44,0.0021581316832453012,0.0021581316832453012,0.0026815456803888083,0.0026815456803888083
45,0.0019536593463271856,0.0019536593463271856,0.0026519857347011566,0.0026519857347011566
46,0.0020286862272769213,0.0020286862272769213,0.002616836689412594,0.002616836689412594
47,0.0018690129509195685,0.0018690129509195685,0.0026019318029284477,0.0026019318029284477
48,0.0018571425462141633,0.0018571425462141633,0.002755161840468645,0.002755161840468645
49,0.0018920276779681444,0.0018920276779681444,0.002624799031764269,0.002624799031764269
50,0.001962785143405199,0.001962785143405199,0.002588701667264104,0.002588701667264104
51,0.0018583225319162011,0.0018583225319162011,0.0029097269289195538,0.0029097269289195538
52,0.0020433543249964714,0.0020433543249964714,0.002768951468169689,0.002768951468169689
53,0.0019978287164121866,0.0019978287164121866,0.002836560597643256,0.002836560597643256
54,0.0017772591672837734,0.0017772591672837734,0.002509600715711713,0.002509600715711713
55,0.0016613928601145744,0.0016613928601145744,0.0024575714487582445,0.0024575714487582445
56,0.0016285741003230214,0.0016285741003230214,0.0024511574301868677,0.0024511574301868677
57,0.0017326901433989406,0.0017326901433989406,0.0026267017237842083,0.0026267017237842083
58,0.002188095124438405,0.002188095124438405,0.002974293427541852,0.002974293427541852
59,0.001809359178878367,0.001809359178878367,0.002415192313492298,0.002415192313492298
60,0.0015907189808785915,0.0015907189808785915,0.002472048159688711,0.002472048159688711
61,0.0015461985021829605,0.0015461985021829605,0.0024047079496085644,0.0024047079496085644
62,0.0015071240486577153,0.0015071240486577153,0.0024076667614281178,0.0024076667614281178
63,0.0014971776399761438,0.0014971776399761438,0.0023719652090221643,0.0023719652090221643
64,0.0014735066797584295,0.0014735066797584295,0.002344113774597645,0.002344113774597645
65,0.0014539039693772793,0.0014539039693772793,0.002421104582026601,0.002421104582026601
66,0.0014356508618220687,0.0014356508618220687,0.002390846610069275,0.002390846610069275
67,0.001461173640564084,0.001461173640564084,0.002380823716521263,0.002380823716521263
68,0.002135609742254019,0.002135609742254019,0.0031220074743032455,0.0031220074743032455
69,0.0019008071394637227,0.0019008071394637227,0.0027097074780613184,0.0027097074780613184
70,0.0018692207522690296,0.0018692207522690296,0.002406891668215394,0.002406891668215394
71,0.0015252995071932673,0.0015252995071932673,0.002431833650916815,0.002431833650916815
72,0.001393503975123167,0.001393503975123167,0.002270608674734831,0.002270608674734831
73,0.0013930951245129108,0.0013930951245129108,0.0023019167128950357,0.0023019167128950357
